task_id	description	status	coverage_slices	analysis_reports	verification	remaining_gap
MP-G23	Web/Cocos 与参考渲染栈之间不可避免的平台边界	CLOSED_STATIC	MP-G23-WEB-COCOS-REFERENCE-RENDER-PLATFORM-BOUNDARIES	analysis/motionplayer_web_cocos_render_platform_boundaries_four_binary_2026-08-28.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-G24	一帧完整调用链与数据产品快照：input state → final draw calls	CLOSED_STATIC	MP-G24-ONE-FRAME-INPUT-STATE-TO-FINAL-DRAW-PRODUCTS	analysis/motionplayer_one_frame_input_state_to_final_draw_products_four_binary_2026-08-28.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B01	Null、Void、缺失属性、失败 TJS status 和非对象 Variant	CLOSED_STATIC	MP-B01-NULL-VOID-MISSING-STATUS-NONOBJECT-BOUNDARY	analysis/motionplayer_null_void_missing_status_nonobject_boundary_four_binary_2026-08-28.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B02	空容器、单元素、重复元素、负索引、末端索引和超大 count	CLOSED_STATIC	MP-B02-EMPTY-SINGLE-DUPLICATE-NEGATIVE-END-HUGE-COUNT	analysis/motionplayer_empty_single_duplicate_negative_end_huge_count_boundary_four_binary_2026-08-28.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B03	NaN、±Inf、`-0.0`、subnormal、除零和 unordered compare	CLOSED_STATIC	MP-B03-NAN-INF-NEGATIVEZERO-SUBNORMAL-DIVZERO-UNORDERED	analysis/motionplayer_nan_inf_negative_zero_subnormal_divzero_unordered_four_binary_2026-08-28.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B04	float/double → signed/unsigned int 的饱和、截断、wrap 和舍入	CLOSED_STATIC	MP-B04-FP-INTEGER-SATURATION-TRUNCATION-WRAP-ROUNDING	analysis/motionplayer_fp_to_integer_saturation_truncation_wrap_rounding_four_binary_2026-08-28.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B05	字符串 null、allocated-empty、大小写、UTF-16LE 截断和 hash	CLOSED_STATIC	MP-B05-STRING-NULL-ALLOCATED-EMPTY-CASE-UTF16-NUL-HASH	analysis/motionplayer_string_null_allocated_empty_case_utf16_nul_hash_four_binary_2026-08-28.md	Mapped to a direct four-target IMPLEMENTED slice; added an embedded-NUL regression without asserting indeterminate lowercase tail bytes	No task-local static gap; runtime verification is tracked independently under MP-V
MP-B06	异常发生在每个 setter/store/push/publication 之间时的部分提交	CLOSED_STATIC	MP-B06-EXCEPTION-SETTER-STORE-PUSH-PUBLICATION-PARTIAL-COMMIT	analysis/motionplayer_exception_setter_store_push_publication_partial_commit_four_binary_2026-08-28.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B07	callback 重入导致 owner clear、容器增长或对象替换	CLOSED_STATIC	MP-B07-CALLBACK-REENTRY-OWNER-CLEAR-CONTAINER-GROWTH-OBJECT-REPLACEMENT	analysis/motionplayer_callback_reentry_owner_clear_container_growth_object_replacement_four_binary_2026-08-28.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B08	alias 输出、同一对象作多个参数、borrowed reference 失效	CLOSED_STATIC	MP-B08-ALIAS-OUTPUTS-SAME-OBJECT-MULTIPLE-ARGS-BORROWED-INVALIDATION	analysis/motionplayer_alias_outputs_same_object_multiple_arguments_borrowed_invalidation_four_binary_2026-08-28.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B09	static guard、全局 cache、RNG 和首次初始化并发	CLOSED_STATIC	MP-L15-GLOBAL-STATIC-CACHE-RNG-GUARD-LIFECYCLE	analysis/motionplayer_global_static_cache_rng_guard_lifecycle_four_binary_2026-08-27.md; analysis/motionplayer_private_opengl_manager_d3d_render_envelope_four_binary_2026-08-27.md; analysis/motionplayer_d3dadaptor_lifecycle_clear_four_binary_2026-08-27.md; analysis/motionplayer_player_direct_sla_and_private_layer_four_binary_2026-08-27.md; analysis/motionplayer_private_gll_class_draw_gpu_four_binary_2026-08-27.md; analysis/motionplayer_d3d_deep_renderer_batch_stencil_four_binary_2026-08-27.md; analysis/motionplayer_motion_alpha_mask_d3d_available_four_binary_2026-08-27.md; analysis/motionplayer_bezier_basis_tessellation_four_binary_2026-08-27.md; analysis/motionplayer_module_loader_plugins_autoload_registered_set_four_binary_2026-08-27.md; analysis/motionplayer_emoteplayer_module_decrypt_root_four_binary_2026-08-27.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B10	构造失败、析构重入、double release、zero-ref 和删除 thunk	CLOSED_STATIC	MP-L16-ADDREF-RELEASE-NATIVE-INSTANCE-BORROWED-DELETING-DTOR	analysis/motionplayer_addref_release_native_instance_borrowed_deleting_destructor_total_audit_four_binary_2026-08-27.md; analysis/motionplayer_player_nonpolymorphic_payload_adaptor_vtable_four_binary_2026-08-27.md; analysis/motionplayer_emoteobject_engine_player_owner_chain_four_binary_2026-08-27.md; analysis/motionplayer_drawdevice_d3d_dependency_root_four_binary_2026-08-27.md; analysis/motionplayer_d3d_adaptor_listener_texture_managed_lifecycle_four_binary_2026-08-27.md; analysis/motionplayer_d3d_mesh_submit_repeat_cells_four_binary_2026-08-27.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B11	Android/iOS、arm64/armv7 的差异分类：平台、ABI、STL、编译器或未知	CLOSED_STATIC	MP-B11-ANDROID-IOS-ARM64-ARMV7-DIFFERENCE-CLASSIFICATION	analysis/motionplayer_android_ios_arm64_armv7_difference_classification_four_binary_2026-08-28.md	Mapped to direct four-target IMPLEMENTED and explicit PLATFORM_BOUNDARY slices; no task-local UNKNOWN difference remains	No task-local unexplained difference; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-B12	dead value、no-op AddRef/Release、未初始化局部和 inactive tail 复刻审计	CLOSED_STATIC	MP-B12-DEAD-VALUE-NOOP-REFCOUNT-UNINITIALIZED-INACTIVE-TAIL	analysis/motionplayer_dead_value_noop_refcount_uninitialized_inactive_tail_four_binary_2026-08-28.md	Fresh four-target audit of 72 ranges and 23727 complete instructions; production matched; undefined residue is intentionally not frozen into a test oracle; 72 IDB anchors, four bookmarks, and four saved IDBs	No task-local static gap; runtime/final acceptance reached terminal dispositions under MP-V03..MP-V16
MP-V01	给每个已闭合纵切面映射现有 unit test	VERIFIED	MP-V01-VERTICAL-SLICE-EXISTING-UNIT-TEST-MAP	analysis/motionplayer_vertical_slice_existing_unit_test_map_2026-08-28.md; analysis/motionplayer_vertical_test_matrix.tsv	Reproducible generator mapped all 127 closed vertical tasks and 294 task-slice associations to 190 runtime-test rows, two compile-time-contract rows, or 102 explicit no-existing-test rows	No MP-V01 mapping gap; explicit no-test rows are the MP-V02 denominator
MP-V02	只用现有 fixture 补可表达的正常/边界测试；没有物料时记录验证缺口，不从零捏造 fixture	VERIFIED	MP-V02-EXISTING-FIXTURE-SUPPLEMENT-DECISIONS	analysis/motionplayer_existing_fixture_supplement_decisions_2026-08-28.md; analysis/motionplayer_fixture_decisions.tsv	All 102 MP-V01 no-test associations and 55 unique slices have an existing-material decision: 91 reused, five mapped to one added geometry test, two failure-injection gaps, two static-only observations, one local platform regression, and one trace differential	No MP-V02 classification gap; MP-V04 is verified and the unavailable external Android executions are terminal evidence blockers under MP-V03 and MP-V05
MP-V03	几何、Bezier、position、hit-test 的 Wasmtime/ADB 差分	EVIDENCE_BLOCKED	MP-V03-SCALAR-WASMTIME-CLI-21-OF-21; MP-V03-ADB-EVIDENCE-BLOCKED	analysis/motionplayer_geometry_bezier_position_hit_test_wasmtime_adb_differential_2026-08-28.md; analysis/motionplayer_v03_differential_results.tsv	Fresh current-source Emscripten 6.0.8 builds executed through independent Wasmtime CLI 31.0.0: geometry/hit-test 10/10, Bezier 6/6, and position 5/5 exactly matched the existing expectations; a 2026-08-29 audit again found no local adb/emulator/Docker, APK, or prebuilt harness and no CI scalar-ADB lane	Terminal EVIDENCE_BLOCKED disposition: current ADB return values are unavailable until an arm64 device/emulator plus the existing harness APK is supplied; no historical result is promoted to PASS
MP-V04	motion playback 的 native/ADB/Wasmtime trace 差分	VERIFIED	MP-V04-ADB-ORACLE-88-FRAMES; MP-V04-WASMTIME-88-FRAMES; MP-V04-NATIVE-88-FRAMES	analysis/motionplayer_motion_playback_native_adb_wasmtime_trace_differential_2026-08-28.md; analysis/motionplayer_v04_trace_artifacts.tsv	The hash-pinned 15 Hz fixtures now pass all three lanes: reference Android ADB oracle, current-worktree Wasmtime, and freshly rebuilt macOS native LLDB; m2logo 25/25 and yuzulogo 63/63 pass independent normalized comparators in both port lanes	No MP-V04 playback-trace gap; 88 frames and 2418 flattened layer snapshots were checked per current lane
MP-V05	render-stage、draw-dispatch、render-step trace 差分	EVIDENCE_BLOCKED	MP-V05-WASMTIME-RENDER-STAGE-15HZ; MP-V05-ANDROID-1.3.9-RENDER-OFFSETS-UNREBASED	analysis/motionplayer_render_stage_draw_dispatch_render_step_trace_differential_2026-08-28.md; analysis/motionplayer_v05_render_trace_status.tsv	Current-worktree Wasmtime 15 Hz render capture is complete: 88 trace frames, 1472 stage events, and 176 decoded 1920x1080 PNGs pass manifest/schema/frame/hash audits. Current Kirikiroid2 1.3.9 Android agent intentionally exposes only trace_flatten; run 33206772913 confirms render_path requests fail closed because retained hook offsets belong to retired 1.4.4	Terminal EVIDENCE_BLOCKED disposition: independently rebase the required render-stage offsets to Kirikiroid2 1.3.9 before re-enabling Android render artifacts and paired render-step/draw-dispatch comparison. Active CI keeps Wasmtime diagnostics but pairs only supported trace_flatten; do not call the current draw path PASS
MP-V06	Web Debug 配置与构建	VERIFIED	MP-V06-WEB-DEBUG-FORMAL-BUILD	analysis/motionplayer_web_debug_build_2026-08-28.md; analysis/motionplayer_v06_web_build_products.tsv	CMake Web Debug Config completed a full current-worktree compile and final link; all five fixed products exist and have freshly recorded sizes and SHA-256 digests	No MP-V06 build gap
MP-V07	motionplayer 相关 unit-test TU 和运行时检查	VERIFIED	MP-V07-NATIVE-FULL; MP-V07-TTSTR-HASH	analysis/motionplayer_v07_v08_native_runtime_diagnostics_2026-08-28.md; analysis/motionplayer_v07_v08_native_runtime_status.tsv; analysis/motionplayer_runtime_reconciliation_four_binary_2026-08-28.md; analysis/motionplayer_v09_v15_crosscutting_final_audit_2026-08-28.md	Fresh final macOS native runs: declared order has 357 test cases, 356 passed and one expected headless-OpenGL skip with all 23259 assertions passed; the previously failing random seed 2862347432 also passes all 23260 assertions. The fully rebuilt ttstr hash suite passes 23 cases and 150 assertions	No MP-V07 runtime gap; the one skip requires the application's live OpenGL context and is an explicit platform integration boundary
MP-V08	`git diff --check`、诊断日志和非回归检查	VERIFIED	MP-F08-FINAL-ACCEPTANCE	analysis/motionplayer_v07_v08_native_runtime_diagnostics_2026-08-28.md; analysis/motionplayer_v07_v08_native_runtime_status.tsv; analysis/motionplayer_v09_v15_crosscutting_final_audit_2026-08-28.md	Post-fix git diff --check passes; recovery-only diagnostic scan has zero PRTDIAG/stdout/stderr/platform-debug calls; six TVPAddLog sites are reference or unchanged baseline error paths; final native and hash suites pass	No MP-V08 diagnostic or patch-integrity gap
MP-V09	`_guess` 全量审计：有二进制名称证据则纠正，没有则保留	VERIFIED	MP-V09-GUESS-SOURCE-NAME-AUDIT	analysis/motionplayer_v09_v15_crosscutting_final_audit_2026-08-28.md; analysis/motionplayer_v09_guess_audit.tsv	Reproducible source scan dispositions all 943 unique _guess identifiers and 3816 occurrences; none has trustworthy four-target source-identifier evidence authorizing a rename	No MP-V09 gap; retained _guess labels remain explicitly non-authoritative
MP-V10	本地旧单目标裸地址、`Like_0x...`、旧 helper 名和过时注释审计	VERIFIED	MP-V10-LEGACY-TOKEN-COMMENT-AUDIT	analysis/motionplayer_v09_v15_crosscutting_final_audit_2026-08-28.md; analysis/motionplayer_v10_legacy_token_audit.tsv	Like_0x, IDA auto-symbol and @0x code-address patterns have zero matches; all 52 hex-comment tokens and nine staleness-marker comments have current dispositions	No MP-V10 source-token or stale-comment gap
MP-V11	四端 dead-strip/inline/缺失项审计，禁止把单次 negative search 当结论	VERIFIED	MP-V11-FOUR-TARGET-INLINE-DEAD-STRIP-DISPOSITION-AUDIT	analysis/motionplayer_v09_v15_crosscutting_final_audit_2026-08-28.md; analysis/motionplayer_v09_v15_audit_summary.tsv; analysis/motionplayer_android_ios_arm64_armv7_difference_classification_four_binary_2026-08-28.md	All 199 coverage rows have four nonempty target dispositions; inline/dead-strip/absent/folding conclusions remain cross-target dispositions rather than one-search conclusions	No MP-V11 static gap; the runtime reconciliation received fresh four-target evidence and is complete
MP-V12	全函数覆盖审计：每个根可达函数都有四端 disposition	VERIFIED	MP-F03-ROOT-REACHABLE-FUNCTION-LEDGER	analysis/motionplayer_v09_v15_crosscutting_final_audit_2026-08-28.md; analysis/motionplayer_v09_v15_audit_summary.tsv; analysis/motionplayer_tasks_status.tsv	All 139 original MP-A/L/C/D/R/G/B tasks map through 306 associations to 159 unique IMPLEMENTED or PLATFORM_BOUNDARY slices with four target dispositions	No static tasks.md function-denominator gap; MP-V04 is verified and MP-V03/MP-V05 have explicit terminal EVIDENCE_BLOCKED dispositions
MP-V13	全对象覆盖审计：每个构造、析构、owner 边、容器和 vtable 都有 disposition	VERIFIED	MP-F04-OBJECT-VTABLE-CONTAINER-OWNER-LEDGER	analysis/motionplayer_v09_v15_crosscutting_final_audit_2026-08-28.md; analysis/motionplayer_v09_v15_audit_summary.tsv; analysis/motionplayer_tasks_status.tsv	All 32 MP-L/MP-C lifecycle and container tasks map to 50 unique terminal four-target slices with reports, implementation, verification, and gap fields	No MP-V13 static gap; unavailable fault-injection fixtures remain explicit MP-V02 verification gaps
MP-V14	全脚本表面审计：注册字符串、arity、receiver、result、默认值和异常一致	VERIFIED	MP-A32-REGISTRATION-STRINGS-ARGUMENTS-BINDINGS	analysis/motionplayer_registration_strings_arguments_bindings_final_reconciliation_2026-08-27.md; analysis/motionplayer_registration_contracts.tsv; analysis/motionplayer_v09_v15_crosscutting_final_audit_2026-08-28.md	All 494 unique registration contracts are EVIDENCED_4_4; the three exposed boundary mismatches received fresh four-target IDA evidence, were reconciled, and the final 357-case native suite passes with one expected integration skip and zero failed assertions	No MP-V14 script-surface contract gap
MP-V15	最终差异清单：共享源码、平台差异、ABI/编译器差异、明确平台边界、证据阻塞项	VERIFIED	MP-F07-FINAL-GAP-DENOMINATOR	analysis/motionplayer_v15_final_differences.tsv; analysis/motionplayer_v09_v15_crosscutting_final_audit_2026-08-28.md	The final list contains three accepted platform boundaries, one explained ABI/STL/compiler class, and two explicit external verification gaps; shared-source semantic gaps and the IDA transport blocker are closed	No MP-V15 audit gap; VERIFY-001 and VERIFY-002 are terminal evidence blockers with external follow-up commands under MP-V03 and MP-V05
MP-V16	发布最终恢复报告和可重复检查命令	VERIFIED	MP-V16-FINAL-RECONSTRUCTION-REPORT	analysis/motionplayer_final_reconstruction_report_2026-08-28.md; analysis/motionplayer_tasks_status.tsv; analysis/motionplayer_v15_final_differences.tsv	Published the final scoped reconstruction report with four-target evidence, denominator counts, implementation deltas, fresh build/test results, remaining external differentials, and reproducible commands	No MP-V16 publication gap; the report records all 163 terminal dispositions and deliberately does not misstate MP-V03/MP-V05 as Android PASS
MP-R03a	Player::frameProgress 的输入时间、speed/sync gate 和本地时间提交	CLOSED_STATIC	MP-C32-PLAYER-FRAME-PROGRESS-EVENTS; MP-A11-PLAYER-TIME	analysis/motionplayer_player_frame_progress_events_four_binary_2026-08-27.md; analysis/motionplayer_player_play_progress_raw_four_binary_2026-08-26.md; analysis/motionplayer_player_update_layers_dispatcher_four_binary_2026-08-27.md; analysis/motionplayer_player_calc_bounds_four_binary_2026-08-27.md; analysis/motionplayer_player_time_properties_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-R03b	timeline/variable/controller stepping 顺序；	CLOSED_STATIC	MP-C32-PLAYER-FRAME-PROGRESS-EVENTS; MP-C31-PLAYER-VARIABLE-BINDER	analysis/motionplayer_player_frame_progress_events_four_binary_2026-08-27.md; analysis/motionplayer_player_play_progress_raw_four_binary_2026-08-26.md; analysis/motionplayer_player_update_layers_dispatcher_four_binary_2026-08-27.md; analysis/motionplayer_player_calc_bounds_four_binary_2026-08-27.md; analysis/motionplayer_player_variable_binder_dataflow_four_binary_2026-08-27.md; analysis/motionplayer_player_parameter_table_pipeline_four_binary_2026-08-27.md; analysis/motionplayer_emoteplayer_primary_flow_raw_setters_four_binary_2026-08-27.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-R03c	pending event、action/sync callback publication；	CLOSED_STATIC	MP-C32-PLAYER-FRAME-PROGRESS-EVENTS	analysis/motionplayer_player_frame_progress_events_four_binary_2026-08-27.md; analysis/motionplayer_player_play_progress_raw_four_binary_2026-08-26.md; analysis/motionplayer_player_update_layers_dispatcher_four_binary_2026-08-27.md; analysis/motionplayer_player_calc_bounds_four_binary_2026-08-27.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-R03d	updateLayers/render gate 与最终状态提交；	CLOSED_STATIC	MP-C32-PLAYER-FRAME-PROGRESS-EVENTS; MP-C15-PLAYER-UPDATE-LAYERS-DISPATCHER	analysis/motionplayer_player_frame_progress_events_four_binary_2026-08-27.md; analysis/motionplayer_player_play_progress_raw_four_binary_2026-08-26.md; analysis/motionplayer_player_update_layers_dispatcher_four_binary_2026-08-27.md; analysis/motionplayer_player_calc_bounds_four_binary_2026-08-27.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
MP-R03e	异常、重入和边界矩阵。	CLOSED_STATIC	MP-C32-PLAYER-FRAME-PROGRESS-EVENTS	analysis/motionplayer_player_frame_progress_events_four_binary_2026-08-27.md; analysis/motionplayer_player_play_progress_raw_four_binary_2026-08-26.md; analysis/motionplayer_player_update_layers_dispatcher_four_binary_2026-08-27.md; analysis/motionplayer_player_calc_bounds_four_binary_2026-08-27.md	Mapped to direct four-target IMPLEMENTED slices; runtime verification is tracked independently under MP-V	No task-local static gap; cross-category final audit reached its terminal disposition under MP-V15/MP-V16
